Course_Name,Course_ID,CU_Pk1,Item_Position,Gradebook_Item,Gradebook_Type,Gradebook_Date,Grade_Catagory,Status,Points_Earned,Points_Attempted,Points_Possible,last_access_date
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,44,6.1 Quiz,N,21:48.7,Qz,,3,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,45,6.2 Coral Reef Watch,N,54:17.3,Hw,,10,0,10,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,46,6.2 - 6.3 Quiz,N,37:20.1,Qz,,4,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,47,6.4 Quiz,N,50:25.4,Qz,,3,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,48,Unit 6 Project,N,01:48.3,Hw,,30,0,30,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,49,Unit 6 Test,N,58:21.5,Qz,,15,0,15,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,50,7.1 Mollusk Comparison,N,18:21.8,Hw,,10,0,10,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,51,7.1 - 7.2 Quiz,N,56:57.0,Qz,,5,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,52,7.3 Shrimping Tourism Discussion,N,56:00.0,Hw,,10,0,10,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,53,7.3 Quiz,N,00:09.6,Qz,,5,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,54,7.4 - 7.5 Quiz,N,22:38.2,Qz,,4,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,55,Unit 7 Project,N,41:48.0,Hw,,27,0,30,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,56,Unit 7 Test,N,39:44.4,Qz,,14,0,15,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,57,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,493.25,522,522,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,58,8.1 Shark Tracker,N,26:27.8,Hw,,8.95,0,10,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,59,8.1 - 8.2 Quiz,N,07:04.4,Qz,,4,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,60,8.3 Turtle Egg Harvest Discussion,N,46:55.0,Hw,,10,0,10,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,61,8.3 - 8.4 Quiz,N,15:21.4,Qz,,4,0,5,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,62,Unit 8 Project,N,38:26.3,Hw,,30,0,30,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,63,Unit 8 Test,N,23:33.7,Qz,,14,0,15,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,257405,64,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,564.2,0,597,01:35.1
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,3,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,372.88,0,597,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,4,WORK ATTEMPTED,T,NULL,,,372.88,597,597,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,9,0.1 Message Your Instructor,N,34:11.9,Hw,,5,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,10,0.2 Introduce Yourself,N,43:36.9,Hw,,5,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,11,0.3: Intro Assignment - Submitting Files,N,43:19.5,Hw,,5,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,12,1.1 Quiz,N,51:21.3,Qz,,4,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,13,1.2 Effect of Environment Gizmo,N,40:37.0,Hw,,10,0,10,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,14,1.2 - 1.3 Quiz,N,44:00.1,Qz,,5,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,15,Unit 1 Project,N,13:54.1,Hw,,30,0,30,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,16,Unit 1 Test,N,33:38.7,Qz,,13,0,15,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,17,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,77,80,80,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,18,2.1 Significant Events,N,10:01.8,Hw,,10,0,10,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,19,2.2 Ocean Mapping Gizmo,N,52:31.0,Hw,,10,0,10,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,20,2.1 - 2.3 Quiz,N,11:25.9,Qz,,5,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,21,2.4 - 2.5 Quiz,N,16:43.3,Qz,,3,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,22,Unit 2 Project,N,13:19.1,Hw,,0,0,30,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,23,Unit 2 Test,N,25:31.1,Qz,,14,0,15,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,24,3.1 Big Bang Theory Discussion,N,48:20.4,Hw,,0,0,10,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,25,3.1 - 3.2 Quiz,N,17:48.4,Qz,,4,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,26,3.3 Quiz,N,20:58.8,Qz,,4,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,27,Unit 3 Project,N,36:28.3,Hw,,30,0,30,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,28,Unit 3 Test,N,33:45.8,Qz,,8,0,15,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,29,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,165,220,220,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,30,4.1 What is Life Essay,N,40:48.7,Hw,,0,0,12,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,31,4.1 - 4.2 Quiz,N,34:26.5,Qz,,4,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,32,4.3 Quiz,N,39:31.5,Qz,,4,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,33,4.4 Quiz,N,56:05.0,Qz,,3,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,34,Unit 4 Project,N,02:47.3,Hw,,21,0,30,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,35,Unit 4 Test,N,42:36.0,Qz,,9,0,15,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,36,5.1 Dichotomous Keys Gizmo,N,26:27.6,Hw,,3,0,10,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,37,5.2 Quiz,N,45:22.4,Qz,,2,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,38,5.3 Quiz,N,47:54.2,Qz,,4,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,39,5.4 Algae in Your House,N,28:28.8,Hw,,10,0,10,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,40,5.4 - 5.5 Quiz,N,52:17.9,Qz,,2,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,41,Unit 5 Project,N,32:09.7,Hw,,19.5,0,30,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,42,Unit 5 Test,N,35:36.9,Qz,,7,0,15,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,43,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,253.5,372,372,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,44,6.1 Quiz,N,38:00.3,Qz,,2,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,45,6.2 Coral Reef Watch,N,38:36.3,Hw,,9,0,10,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,46,6.2 - 6.3 Quiz,N,41:02.3,Qz,,5,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,47,6.4 Quiz,N,44:26.4,Qz,,2,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,48,Unit 6 Project,N,58:12.2,Hw,,30,0,30,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,49,Unit 6 Test,N,42:28.9,Qz,,10,0,15,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,50,7.1 Mollusk Comparison,N,12:10.9,Hw,In Progress,0,0,10,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,51,7.1 - 7.2 Quiz,N,02:49.4,Qz,,4,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,52,7.3 Shrimping Tourism Discussion,N,05:43.5,Hw,,2.38,0,10,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,53,7.3 Quiz,N,12:28.3,Qz,,2,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,54,7.4 - 7.5 Quiz,N,18:59.6,Qz,,2,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,55,Unit 7 Project,N,33:08.3,Hw,,0,0,30,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,56,Unit 7 Test,N,25:07.4,Qz,,8,0,15,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,57,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,329.88,522,522,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,58,8.1 Shark Tracker,N,09:04.8,Hw,,5.8,0,10,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,59,8.1 - 8.2 Quiz,N,11:40.1,Qz,,4,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,60,8.3 Turtle Egg Harvest Discussion,N,37:44.4,Hw,,8,0,10,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,61,8.3 - 8.4 Quiz,N,15:12.7,Qz,,3,0,5,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,62,Unit 8 Project,N,59:53.1,Hw,,13.2,0,30,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,63,Unit 8 Test,N,23:47.3,Qz,,9,0,15,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255101,64,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,372.88,0,597,46:44.8
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,3,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,418.85,0,597,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,4,WORK ATTEMPTED,T,NULL,,,418.85,507,507,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,9,0.1 Message Your Instructor,N,25:18.9,Hw,,5,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,10,0.2 Introduce Yourself,N,52:58.8,Hw,,5,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,11,0.3: Intro Assignment - Submitting Files,N,35:32.5,Hw,,5,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,12,1.1 Quiz,N,57:06.0,Qz,,5,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,13,1.2 Effect of Environment Gizmo,N,57:05.1,Hw,,10,0,10,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,14,1.2 - 1.3 Quiz,N,30:02.3,Qz,,4,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,15,Unit 1 Project,N,42:55.4,Hw,,21.75,0,30,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,16,Unit 1 Test,N,38:39.2,Qz,,15,0,15,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,17,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,70.75,80,80,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,18,2.1 Significant Events,N,33:05.0,Hw,,10,0,10,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,19,2.2 Ocean Mapping Gizmo,N,44:21.6,Hw,,10,0,10,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,20,2.1 - 2.3 Quiz,N,55:14.0,Qz,,4,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,21,2.4 - 2.5 Quiz,N,50:04.1,Qz,,4,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,22,Unit 2 Project,N,02:32.3,Hw,,30,0,30,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,23,Unit 2 Test,N,53:15.2,Qz,,14,0,15,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,24,3.1 Big Bang Theory Discussion,N,NULL,Hw,,NULL,0,10,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,25,3.1 - 3.2 Quiz,N,15:57.9,Qz,,4,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,26,3.3 Quiz,N,03:07.6,Qz,,4,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,27,Unit 3 Project,N,55:05.7,Hw,,30,0,30,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,28,Unit 3 Test,N,38:39.5,Qz,,13,0,15,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,29,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,193.75,220,220,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,30,4.1 What is Life Essay,N,08:06.3,Hw,,9.6,0,12,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,31,4.1 - 4.2 Quiz,N,35:23.5,Qz,,4,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,32,4.3 Quiz,N,45:17.5,Qz,,5,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,33,4.4 Quiz,N,48:29.9,Qz,,5,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,34,Unit 4 Project,N,47:39.2,Hw,,25.5,0,30,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,35,Unit 4 Test,N,02:11.9,Qz,,12,0,15,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,36,5.1 Dichotomous Keys Gizmo,N,35:16.1,Hw,,10,0,10,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,37,5.2 Quiz,N,40:18.6,Qz,,4,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,38,5.3 Quiz,N,44:27.0,Qz,,3,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,39,5.4 Algae in Your House,N,06:55.4,Hw,,10,0,10,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,40,5.4 - 5.5 Quiz,N,14:21.9,Qz,,4,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,41,Unit 5 Project,N,17:23.0,Hw,,0,0,30,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,42,Unit 5 Test,N,24:53.6,Qz,,14,0,15,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,43,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,299.85,372,372,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,44,6.1 Quiz,N,28:04.5,Qz,,4,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,45,6.2 Coral Reef Watch,N,NULL,Hw,,NULL,0,10,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,46,6.2 - 6.3 Quiz,N,31:41.1,Qz,,5,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,47,6.4 Quiz,N,34:01.5,Qz,,5,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,48,Unit 6 Project,N,38:23.9,Hw,,30,0,30,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,49,Unit 6 Test,N,00:36.9,Qz,,11,0,15,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,50,7.1 Mollusk Comparison,N,NULL,Hw,,NULL,0,10,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,51,7.1 - 7.2 Quiz,N,40:57.3,Qz,,4,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,52,7.3 Shrimping Tourism Discussion,N,NULL,Hw,,NULL,0,10,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,53,7.3 Quiz,N,44:27.0,Qz,,5,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,54,7.4 - 7.5 Quiz,N,51:19.2,Qz,,5,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,55,Unit 7 Project,N,25:39.1,Hw,,21,0,30,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,56,Unit 7 Test,N,03:11.8,Qz,,12,0,15,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,57,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,401.85,522,522,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,58,8.1 Shark Tracker,N,NULL,Hw,,NULL,0,10,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,59,8.1 - 8.2 Quiz,N,34:27.4,Qz,,3,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,60,8.3 Turtle Egg Harvest Discussion,N,NULL,Hw,,NULL,0,10,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,61,8.3 - 8.4 Quiz,N,41:38.0,Qz,,3,0,5,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,62,Unit 8 Project,N,NULL,Hw,,NULL,0,30,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,63,Unit 8 Test,N,58:11.8,Qz,,11,0,15,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,260157,64,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,418.85,0,597,34:14.5
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,3,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,493.63,0,597,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,4,WORK ATTEMPTED,T,NULL,,,493.63,597,597,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,9,0.1 Message Your Instructor,N,44:59.0,Hw,,5,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,10,0.2 Introduce Yourself,N,18:44.7,Hw,,5,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,11,0.3: Intro Assignment - Submitting Files,N,12:27.9,Hw,,5,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,12,1.1 Quiz,N,27:27.6,Qz,,5,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,13,1.2 Effect of Environment Gizmo,N,17:52.1,Hw,,10,0,10,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,14,1.2 - 1.3 Quiz,N,34:57.6,Qz,,4,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,15,Unit 1 Project,N,01:56.0,Hw,,30,0,30,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,16,Unit 1 Test,N,18:21.7,Qz,,15,0,15,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,17,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,79,80,80,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,18,2.1 Significant Events,N,14:27.1,Hw,,7.9,0,10,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,19,2.2 Ocean Mapping Gizmo,N,50:14.7,Hw,,10,0,10,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,20,2.1 - 2.3 Quiz,N,06:09.6,Qz,,5,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,21,2.4 - 2.5 Quiz,N,30:56.6,Qz,,5,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,22,Unit 2 Project,N,42:36.8,Hw,,28.88,0,30,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,23,Unit 2 Test,N,23:17.3,Qz,,13,0,15,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,24,3.1 Big Bang Theory Discussion,N,47:49.6,Hw,,5,0,10,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,25,3.1 - 3.2 Quiz,N,26:11.2,Qz,,5,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,26,3.3 Quiz,N,25:34.2,Qz,,5,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,27,Unit 3 Project,N,23:46.0,Hw,,11.85,0,30,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,28,Unit 3 Test,N,48:17.2,Qz,,12,0,15,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,29,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,187.63,220,220,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,30,4.1 What is Life Essay,N,47:32.6,Hw,,12,0,12,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,31,4.1 - 4.2 Quiz,N,14:47.0,Qz,,4,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,32,4.3 Quiz,N,21:00.1,Qz,,4,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,33,4.4 Quiz,N,17:29.6,Qz,,3,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,34,Unit 4 Project,N,26:42.7,Hw,,30,0,30,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,35,Unit 4 Test,N,45:41.2,Qz,,14,0,15,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,36,5.1 Dichotomous Keys Gizmo,N,55:40.1,Hw,,10,0,10,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,37,5.2 Quiz,N,26:47.0,Qz,,2,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,38,5.3 Quiz,N,26:03.8,Qz,,5,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,39,5.4 Algae in Your House,N,42:04.9,Hw,,10,0,10,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,40,5.4 - 5.5 Quiz,N,25:16.7,Qz,,4,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,41,Unit 5 Project,N,08:36.8,Hw,,30,0,30,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,42,Unit 5 Test,N,22:46.6,Qz,,7,0,15,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,43,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,322.63,372,372,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,44,6.1 Quiz,N,19:27.5,Qz,,5,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,45,6.2 Coral Reef Watch,N,26:33.5,Hw,,10,0,10,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,46,6.2 - 6.3 Quiz,N,05:56.3,Qz,,4,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,47,6.4 Quiz,N,24:47.2,Qz,,4,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,48,Unit 6 Project,N,54:26.9,Hw,,30,0,30,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,49,Unit 6 Test,N,31:32.9,Qz,,13,0,15,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,50,7.1 Mollusk Comparison,N,57:06.1,Hw,,9.1,0,10,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,51,7.1 - 7.2 Quiz,N,16:25.6,Qz,,4,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,52,7.3 Shrimping Tourism Discussion,N,56:04.0,Hw,,10,0,10,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,53,7.3 Quiz,N,42:27.1,Qz,,3,0,5,11:22.9
Oceanography A (Sem2 16-17 Sec 01),OcnA-S217-01,255191,54,7.4 - 7.5 Quiz,N,30:11.6,Qz,,5,0,5,11:22.9
