Extraction Date:,6/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:,2/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State Name,SEA Education Environment,SEA Disability Category,American Indian or Alaska Native Age 3 to 5 ,Asian Age 3-5 ,Black or African American Age 3-5 ,Hispanic/Latino Age 3-5 ,Native Hawaiian or Other Pacific Islander Age 3-5 ,Two or More Races Age 3-5 ,White Age 3-5 ,Female Age 3 to 5,Male Age 3 to 5,LEP Yes Age 3 to 5,LEP No Age 3 to 5,Age 3 to 5,Age 6-11,Age 12-17,Age 18-21,Ages 6-21,LEP Yes Age 6 to 21,LEP No Age 6 to 21,Female Age 6 to 21,Male Age 6 to 21,American Indian or Alaska Native Age 6 to21,Asian Age 6 to21,Black or African American Age 6 to21,Hispanic/Latino Age 6 to21,Native Hawaiian or Other Pacific Islander Age 6 to21,Two or more races Age 6 to21,White Age 6 to21
2012,PENNSYLVANIA,Home,All Disabilities,2,38,247,216,1,80,1129,558,1155,158,1555,1713,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Homebound/Hospital,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,139,230,90,459,6,453,202,257,2,7,47,33,0,3,367
2012,PENNSYLVANIA,Inside regular class 40% through 79% of day,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,25711,32034,3943,61688,2186,59502,21610,40078,107,769,12535,6336,24,1182,40735
2012,PENNSYLVANIA,Inside regular class 80% or more of the day,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,73033,81033,8939,163005,3561,159444,57661,105344,301,2186,24503,13879,60,2963,119113
2012,PENNSYLVANIA,Inside regular class less than 40% of day,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,10701,10455,2292,23448,817,22631,7281,16167,43,438,5854,3044,9,837,13223
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (at least 10 Hours),All Disabilities,3,54,255,189,0,102,1693,672,1624,134,2162,2296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (less than 10 Hours),All Disabilities,0,29,52,65,0,55,1384,487,1098,37,1548,1585,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Parentally Placed in Private Schools,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,583,269,25,877,3,874,301,576,0,6,38,32,0,12,789
2012,PENNSYLVANIA,"Residential Facility, Age 3-5",All Disabilities,0,0,1,1,0,1,5,2,6,1,7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,139,842,233,1214,11,1203,351,863,3,12,241,81,0,24,853
2012,PENNSYLVANIA,Separate Class,All Disabilities,9,106,663,767,3,210,2998,1246,3510,468,4288,4756,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 3-5",All Disabilities,0,21,127,37,1,28,270,187,297,30,454,484,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,2880,6276,2185,11341,112,11229,3073,8268,28,142,2555,735,5,232,7644
2012,PENNSYLVANIA,Service Provider Location,All Disabilities,0,27,162,207,0,55,1322,525,1248,104,1669,1773,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (at least 10 Hours),All Disabilities,18,285,2745,1760,10,737,10338,4892,11001,996,14897,15893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (less than 10 Hours),All Disabilities,3,89,364,379,4,264,3430,1317,3216,167,4366,4533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 3-5",All Disabilities,35,649,4616,3621,19,1532,22569,9886,23155,2095,30946,33041,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,113195,131289,17977,262461,6703,255758,90513,171948,484,3560,46024,24205,98,5259,182831
2012,PENNSYLVANIA,Correctional Facilities,Autism,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Home,Autism,-,-,-,-,-,-,-,-,-,-,-,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Homebound/Hospital,Autism,-,-,-,-,-,-,-,-,-,-,-,-,7,14,5,26,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 40% through 79% of day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,2670,2076,327,5073,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 80% or more of the day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,5133,4059,420,9612,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class less than 40% of day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,3204,1520,310,5034,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (at least 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,218,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (less than 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Parentally Placed in Private Schools,Autism,-,-,-,-,-,-,-,-,-,-,-,-,57,30,4,91,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 3-5",Autism,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,25,78,40,143,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Separate Class,Autism,-,-,-,-,-,-,-,-,-,-,-,978,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 3-5",Autism,-,-,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,749,964,424,2137,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Service Provider Location,Autism,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (at least 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,822,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (less than 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,794,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 3-5",Autism,4,90,486,353,3,223,1901,-,-,-,-,3060,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,11845,8742,1530,22117,-,-,-,-,33,570,2526,1346,20,728,16894
2012,PENNSYLVANIA,Correctional Facilities,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Home,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Homebound/Hospital,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 40% through 79% of day,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,4,7,2,13,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 80% or more of the day,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,4,7,2,13,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class less than 40% of day,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,6,2,2,10,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (at least 10 Hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (less than 10 Hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Parentally Placed in Private Schools,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,6,4,0,10,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 3-5",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 6-21",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,4,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Separate Class,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 3-5",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 6-21",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,21,15,3,39,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Service Provider Location,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (at least 10 Hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (less than 10 Hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 3-5",Deaf-blindness,0,0,0,4,0,2,7,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 6-21",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,41,37,11,89,-,-,-,-,0,2,11,5,0,3,68
2012,PENNSYLVANIA,Correctional Facilities,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Home,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,856,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Homebound/Hospital,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,4,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 40% through 79% of day,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,18,0,0,18,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 80% or more of the day,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,82,0,0,82,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class less than 40% of day,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (at least 10 Hours),Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,919,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (less than 10 Hours),Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Parentally Placed in Private Schools,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 3-5",Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 6-21",Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Separate Class,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,3176,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 3-5",Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 6-21",Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,25,0,0,25,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Service Provider Location,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,380,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (at least 10 Hours),Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,6272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (less than 10 Hours),Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,1616,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 3-5",Developmental delay (valid only for children ages 3-9 when defined by state),16,322,2453,1870,9,588,8449,-,-,-,-,13707,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 6-21",Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,129,-,-,129,-,-,-,-,0,2,23,10,0,5,89
2012,PENNSYLVANIA,Correctional Facilities,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,0,92,146,238,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Home,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Homebound/Hospital,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,11,43,17,71,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 40% through 79% of day,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,1359,3006,378,4743,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 80% or more of the day,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,2582,6899,929,10410,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class less than 40% of day,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,1456,1482,148,3086,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (at least 10 Hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (less than 10 Hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Parentally Placed in Private Schools,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,6,4,0,10,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 3-5",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 6-21",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,56,382,64,502,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Separate Class,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 3-5",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 6-21",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,860,2513,425,3798,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Service Provider Location,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (at least 10 Hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (less than 10 Hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 3-5",Emotional disturbance,0,0,27,16,0,8,117,-,-,-,-,168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 6-21",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,6330,14421,2107,22858,-,-,-,-,57,111,5962,1864,3,486,14375
2012,PENNSYLVANIA,Correctional Facilities,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Home,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Homebound/Hospital,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 40% through 79% of day,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,179,164,32,375,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 80% or more of the day,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,858,836,90,1784,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class less than 40% of day,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,97,51,17,165,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (at least 10 Hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (less than 10 Hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Parentally Placed in Private Schools,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,7,4,0,11,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 3-5",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 6-21",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,9,34,16,59,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Separate Class,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 3-5",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 6-21",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,145,119,60,324,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Service Provider Location,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (at least 10 Hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (less than 10 Hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 3-5",Hearing impairment,0,14,49,42,1,25,284,-,-,-,-,415,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 6-21",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,1297,1208,215,2720,-,-,-,-,7,108,371,252,1,83,1898
2012,PENNSYLVANIA,Correctional Facilities,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,2,9,15,26,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Home,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Homebound/Hospital,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,14,35,18,67,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 40% through 79% of day,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,1866,3367,1102,6335,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 80% or more of the day,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,769,1189,369,2327,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class less than 40% of day,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,2849,3960,1193,8002,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (at least 10 Hours),Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (less than 10 Hours),Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Parentally Placed in Private Schools,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,13,32,15,60,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 3-5",Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 6-21",Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,8,87,38,133,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Separate Class,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 3-5",Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Separate School, Age 6-21",Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,345,850,649,1844,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Service Provider Location,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (at least 10 Hours),Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Services Regular Early Childhood Program (less than 10 Hours),Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 3-5",Intellectual disability,0,8,39,30,0,52,236,-,-,-,-,365,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Total, Age 6-21",Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,5866,9529,3399,18794,-,-,-,-,24,319,4530,1774,3,472,11672
2012,PENNSYLVANIA,Correctional Facilities,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Home,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Homebound/Hospital,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,53,59,18,130,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 40% through 79% of day,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,151,168,48,367,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class 80% or more of the day,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,72,52,16,140,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Inside regular class less than 40% of day,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,625,537,205,1367,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (at least 10 Hours),Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Other Location Regular Early Childhood Program (less than 10 Hours),Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Parentally Placed in Private Schools,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,6,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 3-5",Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,"Residential Facility, Age 6-21",Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,7,34,24,65,-,-,-,-,-,-,-,-,-,-,-
2012,PENNSYLVANIA,Separate Class,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
